round,giver,receiver,tokens,
9,Adam,Jeremiah,4,
9,Adam,Sharon,0,
9,Adam,David,4,
9,Adam,Adam,0,
9,Adam,Samuel,4,
9,Adam,Aaron,0,
9,Adam,Joseph,0,
9,Adam,Melchizedek,4,
9,Aaron,Jeremiah,0,
9,Aaron,Sharon,8,
9,Aaron,David,0,
9,Aaron,Adam,0,
9,Aaron,Samuel,0,
9,Aaron,Aaron,0,
9,Aaron,Joseph,8,
9,Aaron,Melchizedek,0,
10,David,Jeremiah,4,
10,David,Sharon,0,
10,David,David,0,
10,David,Adam,4,
10,David,Samuel,4,
10,David,Aaron,0,
10,David,Joseph,0,
10,David,Melchizedek,4,
10,Adam,Jeremiah,4,
10,Adam,Sharon,0,
10,Adam,David,4,
10,Adam,Adam,0,
10,Adam,Samuel,4,
10,Adam,Aaron,0,
10,Adam,Joseph,0,
10,Adam,Melchizedek,4,
10,Melchizedek,Jeremiah,4,
10,Melchizedek,Sharon,0,
10,Melchizedek,David,4,
10,Melchizedek,Adam,4,
10,Melchizedek,Samuel,4,
10,Melchizedek,Aaron,0,
10,Melchizedek,Joseph,0,
10,Melchizedek,Melchizedek,0,
10,Samuel,Jeremiah,0,
10,Samuel,Sharon,0,
10,Samuel,David,4,
10,Samuel,Adam,4,
10,Samuel,Samuel,0,
10,Samuel,Aaron,0,
10,Samuel,Joseph,0,
10,Samuel,Melchizedek,8,
10,Sharon,Jeremiah,0,
10,Sharon,Sharon,0,
10,Sharon,David,0,
10,Sharon,Adam,0,
10,Sharon,Samuel,0,
10,Sharon,Aaron,8,
10,Sharon,Joseph,8,
10,Sharon,Melchizedek,0,
10,Jeremiah,Jeremiah,0,
10,Jeremiah,Sharon,0,
10,Jeremiah,David,4,
10,Jeremiah,Adam,4,
10,Jeremiah,Samuel,4,
10,Jeremiah,Aaron,0,
10,Jeremiah,Joseph,0,
10,Jeremiah,Melchizedek,4,
10,Joseph,Jeremiah,0,
10,Joseph,Sharon,8,
10,Joseph,David,0,
10,Joseph,Adam,0,
10,Joseph,Samuel,0,
10,Joseph,Aaron,8,
10,Joseph,Joseph,0,
10,Joseph,Melchizedek,0,
10,Aaron,Jeremiah,0,
10,Aaron,Sharon,8,
10,Aaron,David,0,
10,Aaron,Adam,0,
10,Aaron,Samuel,0,
10,Aaron,Aaron,0,
10,Aaron,Joseph,8,
10,Aaron,Melchizedek,0,
11,Samuel,Jeremiah,4,
11,Samuel,Sharon,0,
11,Samuel,David,4,
11,Samuel,Adam,4,
11,Samuel,Samuel,0,
11,Samuel,Aaron,0,
11,Samuel,Joseph,0,
11,Samuel,Melchizedek,4,
11,Adam,Jeremiah,4,
11,Adam,Sharon,0,
11,Adam,David,4,
11,Adam,Adam,0,
11,Adam,Samuel,4,
11,Adam,Aaron,0,
11,Adam,Joseph,0,
11,Adam,Melchizedek,4,
11,Sharon,Jeremiah,0,
11,Sharon,Sharon,0,
11,Sharon,David,0,
11,Sharon,Adam,0,
11,Sharon,Samuel,0,
11,Sharon,Aaron,8,
11,Sharon,Joseph,8,
11,Sharon,Melchizedek,0,
11,Jeremiah,Jeremiah,0,
11,Jeremiah,Sharon,0,
11,Jeremiah,David,4,
11,Jeremiah,Adam,4,
11,Jeremiah,Samuel,4,
11,Jeremiah,Aaron,0,
11,Jeremiah,Joseph,0,
11,Jeremiah,Melchizedek,4,
11,David,Jeremiah,4,
11,David,Sharon,0,
11,David,David,0,
11,David,Adam,4,
11,David,Samuel,4,
11,David,Aaron,0,
11,David,Joseph,0,
11,David,Melchizedek,4,
11,Melchizedek,Jeremiah,4,
11,Melchizedek,Sharon,0,
11,Melchizedek,David,4,
11,Melchizedek,Adam,4,
11,Melchizedek,Samuel,4,
11,Melchizedek,Aaron,0,
11,Melchizedek,Joseph,0,
11,Melchizedek,Melchizedek,0,
11,Aaron,Jeremiah,0,
11,Aaron,Sharon,8,
11,Aaron,David,0,
11,Aaron,Adam,0,
11,Aaron,Samuel,0,
11,Aaron,Aaron,0,
11,Aaron,Joseph,8,
11,Aaron,Melchizedek,0,
11,Joseph,Jeremiah,0,
11,Joseph,Sharon,8,
11,Joseph,David,0,
11,Joseph,Adam,0,
11,Joseph,Samuel,0,
11,Joseph,Aaron,8,
11,Joseph,Joseph,0,
11,Joseph,Melchizedek,0,
12,Melchizedek,Jeremiah,4,
12,Melchizedek,Sharon,0,
12,Melchizedek,David,4,
12,Melchizedek,Adam,4,
12,Melchizedek,Samuel,4,
12,Melchizedek,Aaron,0,
12,Melchizedek,Joseph,0,
12,Melchizedek,Melchizedek,0,
12,David,Jeremiah,4,
12,David,Sharon,0,
12,David,David,0,
12,David,Adam,4,
12,David,Samuel,4,
12,David,Aaron,0,
12,David,Joseph,0,
12,David,Melchizedek,4,
12,Adam,Jeremiah,4,
12,Adam,Sharon,0,
12,Adam,David,4,
12,Adam,Adam,0,
12,Adam,Samuel,4,
12,Adam,Aaron,0,
12,Adam,Joseph,0,
12,Adam,Melchizedek,4,
12,Samuel,Jeremiah,4,
12,Samuel,Sharon,0,
12,Samuel,David,4,
12,Samuel,Adam,4,
12,Samuel,Samuel,0,
12,Samuel,Aaron,0,
12,Samuel,Joseph,0,
12,Samuel,Melchizedek,4,
12,Jeremiah,Jeremiah,0,
12,Jeremiah,Sharon,0,
12,Jeremiah,David,4,
12,Jeremiah,Adam,4,
12,Jeremiah,Samuel,4,
12,Jeremiah,Aaron,0,
12,Jeremiah,Joseph,0,
12,Jeremiah,Melchizedek,4,
12,Sharon,Jeremiah,0,
12,Sharon,Sharon,0,
12,Sharon,David,0,
12,Sharon,Adam,0,
12,Sharon,Samuel,0,
12,Sharon,Aaron,8,
12,Sharon,Joseph,8,
12,Sharon,Melchizedek,0,
12,Aaron,Jeremiah,0,
12,Aaron,Sharon,8,
12,Aaron,David,0,
12,Aaron,Adam,0,
12,Aaron,Samuel,0,
12,Aaron,Aaron,0,
12,Aaron,Joseph,8,
12,Aaron,Melchizedek,0,
12,Joseph,Jeremiah,0,
12,Joseph,Sharon,8,
12,Joseph,David,0,
12,Joseph,Adam,0,
12,Joseph,Samuel,0,
12,Joseph,Aaron,8,
12,Joseph,Joseph,0,
12,Joseph,Melchizedek,0,
13,Melchizedek,Jeremiah,4,
13,Melchizedek,Sharon,0,
13,Melchizedek,David,4,
13,Melchizedek,Adam,4,
13,Melchizedek,Samuel,4,
13,Melchizedek,Aaron,0,
13,Melchizedek,Joseph,0,
13,Melchizedek,Melchizedek,0,
13,David,Jeremiah,4,
13,David,Sharon,0,
13,David,David,0,
13,David,Adam,4,
13,David,Samuel,4,
13,David,Aaron,0,
13,David,Joseph,0,
13,David,Melchizedek,4,
13,Jeremiah,Jeremiah,0,
13,Jeremiah,Sharon,-16,
13,Jeremiah,David,0,
13,Jeremiah,Adam,0,
13,Jeremiah,Samuel,0,
13,Jeremiah,Aaron,0,
13,Jeremiah,Joseph,0,
13,Jeremiah,Melchizedek,0,
13,Adam,Jeremiah,4,
13,Adam,Sharon,0,
13,Adam,David,4,
13,Adam,Adam,0,
13,Adam,Samuel,4,
13,Adam,Aaron,0,
13,Adam,Joseph,0,
13,Adam,Melchizedek,4,
13,Samuel,Jeremiah,0,
13,Samuel,Sharon,0,
13,Samuel,David,0,
13,Samuel,Adam,0,
13,Samuel,Samuel,16,
13,Samuel,Aaron,0,
13,Samuel,Joseph,0,
13,Samuel,Melchizedek,0,
13,Sharon,Jeremiah,0,
13,Sharon,Sharon,0,
13,Sharon,David,0,
13,Sharon,Adam,0,
13,Sharon,Samuel,0,
13,Sharon,Aaron,8,
13,Sharon,Joseph,8,
13,Sharon,Melchizedek,0,
13,Joseph,Jeremiah,0,
13,Joseph,Sharon,8,
13,Joseph,David,0,
13,Joseph,Adam,0,
13,Joseph,Samuel,0,
13,Joseph,Aaron,8,
13,Joseph,Joseph,0,
13,Joseph,Melchizedek,0,
13,Aaron,Jeremiah,0,
13,Aaron,Sharon,8,
13,Aaron,David,0,
13,Aaron,Adam,0,
13,Aaron,Samuel,0,
13,Aaron,Aaron,0,
13,Aaron,Joseph,8,
13,Aaron,Melchizedek,0,
14,Samuel,Jeremiah,4,
14,Samuel,Sharon,0,
14,Samuel,David,4,
14,Samuel,Adam,4,
14,Samuel,Samuel,0,
14,Samuel,Aaron,0,
14,Samuel,Joseph,0,
14,Samuel,Melchizedek,4,
14,David,Jeremiah,0,
14,David,Sharon,-16,
14,David,David,0,
14,David,Adam,0,
14,David,Samuel,0,
14,David,Aaron,0,
14,David,Joseph,0,
14,David,Melchizedek,0,
14,Sharon,Jeremiah,-16,
14,Sharon,Sharon,0,
14,Sharon,David,0,
14,Sharon,Adam,0,
14,Sharon,Samuel,0,
14,Sharon,Aaron,0,
14,Sharon,Joseph,0,
14,Sharon,Melchizedek,0,
14,Adam,Jeremiah,0,
14,Adam,Sharon,0,
14,Adam,David,0,
14,Adam,Adam,0,
14,Adam,Samuel,0,
14,Adam,Aaron,-16,
14,Adam,Joseph,0,
14,Adam,Melchizedek,0,
14,Jeremiah,Jeremiah,16,
14,Jeremiah,Sharon,0,
14,Jeremiah,David,0,
14,Jeremiah,Adam,0,
14,Jeremiah,Samuel,0,
14,Jeremiah,Aaron,0,
14,Jeremiah,Joseph,0,
14,Jeremiah,Melchizedek,0,
14,Joseph,Jeremiah,0,
14,Joseph,Sharon,6,
14,Joseph,David,0,
14,Joseph,Adam,0,
14,Joseph,Samuel,0,
14,Joseph,Aaron,4,
14,Joseph,Joseph,6,
14,Joseph,Melchizedek,0,
14,Aaron,Jeremiah,0,
14,Aaron,Sharon,0,
14,Aaron,David,0,
14,Aaron,Adam,0,
14,Aaron,Samuel,0,
14,Aaron,Aaron,16,
14,Aaron,Joseph,0,
14,Aaron,Melchizedek,0,
14,Melchizedek,Jeremiah,0,
14,Melchizedek,Sharon,-4,
14,Melchizedek,David,4,
14,Melchizedek,Adam,4,
14,Melchizedek,Samuel,4,
14,Melchizedek,Aaron,0,
14,Melchizedek,Joseph,0,
14,Melchizedek,Melchizedek,0,
15,Sharon,Jeremiah,-16,
15,Sharon,Sharon,0,
15,Sharon,David,0,
15,Sharon,Adam,0,
15,Sharon,Samuel,0,
15,Sharon,Aaron,0,
15,Sharon,Joseph,0,
15,Sharon,Melchizedek,0,
15,Samuel,Jeremiah,4,
15,Samuel,Sharon,0,
15,Samuel,David,4,
15,Samuel,Adam,4,
15,Samuel,Samuel,0,
15,Samuel,Aaron,0,
15,Samuel,Joseph,0,
15,Samuel,Melchizedek,4,
15,Adam,Jeremiah,0,
15,Adam,Sharon,0,
15,Adam,David,0,
15,Adam,Adam,0,
15,Adam,Samuel,0,
15,Adam,Aaron,-16,
15,Adam,Joseph,0,
15,Adam,Melchizedek,0,
15,Melchizedek,Jeremiah,0,
15,Melchizedek,Sharon,-4,
15,Melchizedek,David,4,
15,Melchizedek,Adam,4,
15,Melchizedek,Samuel,4,
15,Melchizedek,Aaron,0,
15,Melchizedek,Joseph,0,
15,Melchizedek,Melchizedek,0,
15,David,Jeremiah,0,
15,David,Sharon,-10,
15,David,David,0,
15,David,Adam,2,
15,David,Samuel,2,
15,David,Aaron,0,
15,David,Joseph,0,
15,David,Melchizedek,2,
15,Jeremiah,Jeremiah,8,
15,Jeremiah,Sharon,0,
15,Jeremiah,David,2,
15,Jeremiah,Adam,2,
15,Jeremiah,Samuel,2,
15,Jeremiah,Aaron,0,
15,Jeremiah,Joseph,0,
15,Jeremiah,Melchizedek,2,
15,Joseph,Jeremiah,-11,
15,Joseph,Sharon,2,
15,Joseph,David,0,
15,Joseph,Adam,0,
15,Joseph,Samuel,0,
15,Joseph,Aaron,2,
15,Joseph,Joseph,1,
15,Joseph,Melchizedek,0,
15,Aaron,Jeremiah,0,
15,Aaron,Sharon,0,
15,Aaron,David,0,
15,Aaron,Adam,0,
15,Aaron,Samuel,0,
15,Aaron,Aaron,16,
15,Aaron,Joseph,0,
15,Aaron,Melchizedek,0,
15,Aaron,Jeremiah,0,
15,Aaron,Sharon,3,
15,Aaron,David,0,
15,Aaron,Adam,0,
15,Aaron,Samuel,0,
15,Aaron,Aaron,5,
15,Aaron,Joseph,8,
15,Aaron,Melchizedek,0,
16,Sharon,Jeremiah,-16,
16,Sharon,Sharon,0,
16,Sharon,David,0,
16,Sharon,Adam,0,
16,Sharon,Samuel,0,
16,Sharon,Aaron,0,
16,Sharon,Joseph,0,
16,Sharon,Melchizedek,0,
16,David,Jeremiah,4,
16,David,Sharon,0,
16,David,David,0,
16,David,Adam,4,
16,David,Samuel,4,
16,David,Aaron,0,
16,David,Joseph,0,
16,David,Melchizedek,4,
16,Samuel,Jeremiah,4,
16,Samuel,Sharon,0,
16,Samuel,David,4,
16,Samuel,Adam,4,
16,Samuel,Samuel,0,
16,Samuel,Aaron,0,
16,Samuel,Joseph,0,
16,Samuel,Melchizedek,4,
16,Aaron,Jeremiah,0,
16,Aaron,Sharon,0,
16,Aaron,David,0,
16,Aaron,Adam,0,
16,Aaron,Samuel,0,
16,Aaron,Aaron,16,
16,Aaron,Joseph,0,
16,Aaron,Melchizedek,0,
16,Jeremiah,Jeremiah,7,
16,Jeremiah,Sharon,0,
16,Jeremiah,David,3,
16,Jeremiah,Adam,0,
16,Jeremiah,Samuel,3,
16,Jeremiah,Aaron,3,
16,Jeremiah,Joseph,0,
16,Jeremiah,Melchizedek,0,
16,Adam,Jeremiah,4,
16,Adam,Sharon,0,
16,Adam,David,4,
16,Adam,Adam,0,
16,Adam,Samuel,4,
16,Adam,Aaron,0,
16,Adam,Joseph,0,
16,Adam,Melchizedek,4,
16,Joseph,Jeremiah,0,
16,Joseph,Sharon,6,
16,Joseph,David,0,
16,Joseph,Adam,0,
16,Joseph,Samuel,0,
16,Joseph,Aaron,6,
16,Joseph,Joseph,4,
16,Joseph,Melchizedek,0,
16,Melchizedek,Jeremiah,0,
16,Melchizedek,Sharon,0,
16,Melchizedek,David,0,
16,Melchizedek,Adam,0,
16,Melchizedek,Samuel,0,
16,Melchizedek,Aaron,0,
16,Melchizedek,Joseph,0,
16,Melchizedek,Melchizedek,16,
17,Sharon,Jeremiah,0,
17,Sharon,Sharon,0,
17,Sharon,David,0,
17,Sharon,Adam,0,
17,Sharon,Samuel,0,
17,Sharon,Aaron,0,
17,Sharon,Joseph,0,
17,Sharon,Melchizedek,-16,
17,Adam,Jeremiah,4,
17,Adam,Sharon,0,
17,Adam,David,4,
17,Adam,Adam,0,
17,Adam,Samuel,4,
17,Adam,Aaron,0,
17,Adam,Joseph,0,
17,Adam,Melchizedek,4,
17,Samuel,Jeremiah,5,
17,Samuel,Sharon,0,
17,Samuel,David,6,
17,Samuel,Adam,5,
17,Samuel,Samuel,0,
17,Samuel,Aaron,0,
17,Samuel,Joseph,0,
17,Samuel,Melchizedek,0,
17,David,Jeremiah,5,
17,David,Sharon,1,
17,David,David,0,
17,David,Adam,5,
17,David,Samuel,5,
17,David,Aaron,0,
17,David,Joseph,0,
17,David,Melchizedek,0,
17,Jeremiah,Jeremiah,4,
17,Jeremiah,Sharon,0,
17,Jeremiah,David,4,
17,Jeremiah,Adam,4,
17,Jeremiah,Samuel,4,
17,Jeremiah,Aaron,0,
17,Jeremiah,Joseph,0,
17,Jeremiah,Melchizedek,0,
17,Aaron,Jeremiah,0,
17,Aaron,Sharon,8,
17,Aaron,David,0,
17,Aaron,Adam,0,
17,Aaron,Samuel,0,
17,Aaron,Aaron,0,
17,Aaron,Joseph,8,
17,Aaron,Melchizedek,0,
17,Joseph,Jeremiah,0,
17,Joseph,Sharon,0,
17,Joseph,David,0,
17,Joseph,Adam,0,
17,Joseph,Samuel,0,
17,Joseph,Aaron,0,
17,Joseph,Joseph,3,
17,Joseph,Melchizedek,-13,
17,Melchizedek,Jeremiah,0,
17,Melchizedek,Sharon,0,
17,Melchizedek,David,0,
17,Melchizedek,Adam,0,
17,Melchizedek,Samuel,0,
17,Melchizedek,Aaron,0,
17,Melchizedek,Joseph,0,
17,Melchizedek,Melchizedek,16,
18,Sharon,Jeremiah,0,
18,Sharon,Sharon,0,
18,Sharon,David,0,
18,Sharon,Adam,0,
18,Sharon,Samuel,0,
18,Sharon,Aaron,0,
18,Sharon,Joseph,0,
18,Sharon,Melchizedek,-16,
18,David,Jeremiah,5,
18,David,Sharon,1,
18,David,David,0,
18,David,Adam,5,
18,David,Samuel,5,
18,David,Aaron,0,
18,David,Joseph,0,
18,David,Melchizedek,0,
18,Adam,Jeremiah,5,
18,Adam,Sharon,0,
18,Adam,David,5,
18,Adam,Adam,0,
18,Adam,Samuel,6,
18,Adam,Aaron,0,
18,Adam,Joseph,0,
18,Adam,Melchizedek,0,
18,Aaron,Jeremiah,0,
18,Aaron,Sharon,8,
18,Aaron,David,0,
18,Aaron,Adam,0,
18,Aaron,Samuel,0,
18,Aaron,Aaron,0,
18,Aaron,Joseph,8,
18,Aaron,Melchizedek,0,
18,Joseph,Jeremiah,0,
18,Joseph,Sharon,8,
18,Joseph,David,0,
18,Joseph,Adam,0,
18,Joseph,Samuel,0,
18,Joseph,Aaron,8,
18,Joseph,Joseph,0,
18,Joseph,Melchizedek,0,
18,Jeremiah,Jeremiah,0,
18,Jeremiah,Sharon,0,
18,Jeremiah,David,5,
18,Jeremiah,Adam,5,
18,Jeremiah,Samuel,6,
18,Jeremiah,Aaron,0,
18,Jeremiah,Joseph,0,
18,Jeremiah,Melchizedek,0,
18,Samuel,Jeremiah,5,
18,Samuel,Sharon,0,
18,Samuel,David,5,
18,Samuel,Adam,6,
18,Samuel,Samuel,0,
18,Samuel,Aaron,0,
18,Samuel,Joseph,0,
18,Samuel,Melchizedek,0,
18,Melchizedek,Jeremiah,0,
18,Melchizedek,Sharon,0,
18,Melchizedek,David,0,
18,Melchizedek,Adam,0,
18,Melchizedek,Samuel,0,
18,Melchizedek,Aaron,0,
18,Melchizedek,Joseph,0,
18,Melchizedek,Melchizedek,16,
19,Aaron,Jeremiah,0,
19,Aaron,Sharon,8,
19,Aaron,David,0,
19,Aaron,Adam,0,
19,Aaron,Samuel,0,
19,Aaron,Aaron,0,
19,Aaron,Joseph,8,
19,Aaron,Melchizedek,0,
19,Sharon,Jeremiah,0,
19,Sharon,Sharon,0,
19,Sharon,David,0,
19,Sharon,Adam,0,
19,Sharon,Samuel,0,
19,Sharon,Aaron,8,
19,Sharon,Joseph,8,
19,Sharon,Melchizedek,0,
19,Adam,Jeremiah,5,
19,Adam,Sharon,0,
19,Adam,David,5,
19,Adam,Adam,0,
19,Adam,Samuel,6,
19,Adam,Aaron,0,
19,Adam,Joseph,0,
19,Adam,Melchizedek,0,
19,David,Jeremiah,5,
19,David,Sharon,0,
19,David,David,0,
19,David,Adam,5,
19,David,Samuel,6,
19,David,Aaron,0,
19,David,Joseph,0,
19,David,Melchizedek,0,
19,Samuel,Jeremiah,5,
19,Samuel,Sharon,0,
19,Samuel,David,5,
19,Samuel,Adam,6,
19,Samuel,Samuel,0,
19,Samuel,Aaron,0,
19,Samuel,Joseph,0,
19,Samuel,Melchizedek,0,
19,Joseph,Jeremiah,0,
19,Joseph,Sharon,8,
19,Joseph,David,0,
19,Joseph,Adam,0,
19,Joseph,Samuel,0,
19,Joseph,Aaron,8,
19,Joseph,Joseph,0,
19,Joseph,Melchizedek,0,
19,Jeremiah,Jeremiah,0,
19,Jeremiah,Sharon,0,
19,Jeremiah,David,5,
19,Jeremiah,Adam,5,
19,Jeremiah,Samuel,6,
19,Jeremiah,Aaron,0,
19,Jeremiah,Joseph,0,
19,Jeremiah,Melchizedek,0,
19,Melchizedek,Jeremiah,0,
19,Melchizedek,Sharon,0,
19,Melchizedek,David,0,
19,Melchizedek,Adam,0,
19,Melchizedek,Samuel,0,
19,Melchizedek,Aaron,0,
19,Melchizedek,Joseph,0,
19,Melchizedek,Melchizedek,16,
20,Sharon,Jeremiah,-16,
20,Sharon,Sharon,0,
20,Sharon,David,0,
20,Sharon,Adam,0,
20,Sharon,Samuel,0,
20,Sharon,Aaron,0,
20,Sharon,Joseph,0,
20,Sharon,Melchizedek,0,
20,Adam,Jeremiah,5,
20,Adam,Sharon,0,
20,Adam,David,5,
20,Adam,Adam,0,
20,Adam,Samuel,6,
20,Adam,Aaron,0,
20,Adam,Joseph,0,
20,Adam,Melchizedek,0,
20,David,Jeremiah,5,
20,David,Sharon,0,
20,David,David,0,
20,David,Adam,6,
20,David,Samuel,5,
20,David,Aaron,0,
20,David,Joseph,0,
20,David,Melchizedek,0,
20,Samuel,Jeremiah,5,
20,Samuel,Sharon,0,
20,Samuel,David,5,
20,Samuel,Adam,6,
20,Samuel,Samuel,0,
20,Samuel,Aaron,0,
20,Samuel,Joseph,0,
20,Samuel,Melchizedek,0,
20,Joseph,Jeremiah,0,
20,Joseph,Sharon,8,
20,Joseph,David,0,
20,Joseph,Adam,0,
20,Joseph,Samuel,0,
20,Joseph,Aaron,8,
20,Joseph,Joseph,0,
20,Joseph,Melchizedek,0,
20,Jeremiah,Jeremiah,0,
20,Jeremiah,Sharon,0,
20,Jeremiah,David,0,
20,Jeremiah,Adam,6,
20,Jeremiah,Samuel,5,
20,Jeremiah,Aaron,0,
20,Jeremiah,Joseph,0,
20,Jeremiah,Melchizedek,5,
20,Aaron,Jeremiah,0,
20,Aaron,Sharon,8,
20,Aaron,David,0,
20,Aaron,Adam,0,
20,Aaron,Samuel,0,
20,Aaron,Aaron,0,
20,Aaron,Joseph,8,
20,Aaron,Melchizedek,0,
20,Melchizedek,Jeremiah,0,
20,Melchizedek,Sharon,0,
20,Melchizedek,David,0,
20,Melchizedek,Adam,0,
20,Melchizedek,Samuel,0,
20,Melchizedek,Aaron,0,
20,Melchizedek,Joseph,0,
20,Melchizedek,Melchizedek,16,
